ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	ALIGNMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
1310	Najamba	FIREWOOD	té:ŋ-gó	t eː ⁵ ŋ + ɡ o ⁵	190	t eː ⁵ ŋ ( + ) ɡ o ⁵	1 7 8 4 9 1 7 8	AXTN_AXT	TE6N_KU6	11	11.T.C 11.E.V 11.6.T 11.N.c 11._._ 11.K.C 11.U.V 11.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	0
1311	Bunoge	FIREWOOD	té:ŋ-gè	t eː ⁵ ŋ + ɡ e ¹	190	t eː ⁵ ŋ ( + ) ɡ e ¹	1 7 8 4 9 1 7 8	AXTN_AXT	TE6N_KE6	4	4.T.C 4.E.V 4.6.T 4.N.c 4._._ 4.K.C 4.E.V 4.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	0
1312	Donno_So	FIREWOOD	tìnú	t i ¹ n u ⁵	86	t i ¹ ?- n u ⁵ ( - - - - )	1 7 8 4 7 8	AXTBYT	TI6NY6	6	6.T.C 6.I.V 6.6.T 6.N.C 6.Y.V 6.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1313	Jamsay	FIREWOOD	tǐn	t i ¹⁵ n	86	t i ¹⁵ n	1 7 8 4	AXTN	TI2N	9	9.T.C 9.I.V 9.2.T 9.N.c	1.6 3.0 1.0 0.5	0
1314	Tiranige_Diga	FIREWOOD	tè:ŋ-gè	t eː ¹ ŋ + ɡ e ¹	190	t eː ¹ ŋ ( + ) ɡ e ¹	1 7 8 4 9 1 7 8	AXTN_AXT	TE6N_KE6	17	17.T.C 17.E.V 17.6.T 17.N.c 17._._ 17.K.C 17.E.V 17.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	0
1315	Mombo	FIREWOOD	té:ŋ-gé	t eː ⁵ ŋ + ɡ e ⁵	190	t eː ⁵ ŋ ( + ) ɡ e ⁵	1 7 8 4 9 1 7 8	AXTN_AXT	TE6N_KE6	10	10.T.C 10.E.V 10.6.T 10.N.c 10._._ 10.K.C 10.E.V 10.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	0
1316	Penange	FIREWOOD	tè:ŋ-gè	t eː ¹ ŋ + ɡ e ¹	190	t eː ¹ ŋ ( + ) ɡ e ¹	1 7 8 4 9 1 7 8	AXTN_AXT	TE6N_KE6	13	13.T.C 13.E.V 13.6.T 13.N.c 13._._ 13.K.C 13.E.V 13.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	0
1317	Bangime	FIREWOOD	sìjɛ̀	s i ¹ dʒ ɛ ¹	85	s i ¹ j ɛ ¹	3 7 8 1 7 8	AXTBYT	SI6TE6	1	1.S.C 1.I.V 1.6.T 1.T.C 1.E.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1318	Perge_Tegu	FIREWOOD	tìrⁿí	t i ¹ r̃ ∼ i ⁵	86	t i ¹ r̃ ∼ i ⁵ ( - - - - )	1 7 8 5 4 7 8	AXTMBYT	TI6R9I6	14	14.T.C 14.I.V 14.6.T 14.R.c 14.9.C 14.I.V 14.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
1319	Tomo_Kan	FIREWOOD	cúⁿ	tʃ ũ ∼ ⁵	86	tʃ ũ ⁵ ∼	1 7 4 8	AXLT	TY96	20	20.T.C 20.Y.V 20.9.c 20.6.T	1.6 3.0 1.1 1.0	0
1320	Yorno_So	FIREWOOD	tǐn	t i ¹⁵ n	86	t i ¹⁵ n	1 7 8 4	AXTN	TI2N	23	23.T.C 23.I.V 23.2.T 23.N.c	1.6 3.0 1.0 0.5	0
1321	Bangime	FISH	ɥìjɛ̄-ŋ̄-kò-ŋáwⁿ	ɥ i ¹ dʒ ɛ ³ + ŋ ³ + k o ¹ + ŋ a ⁵ w̃ ∼	87	ɥ i ¹ j ɛ ³ + ŋ ³ + k o ¹ + ŋ a ⁵ w̃ ∼	6 7 8 1 7 8 9 4 8 9 1 7 8 9 4 7 8 6 4	AXTBYT_AT_AXT_AXTLN	JI6TE6_N6_KU6_NA6W9	1	1.J.C 1.I.V 1.6.T 1.T.C 1.E.V 1.6.T 1._._ 1.N.C 1.6.T 1._._ 1.K.C 1.U.V 1.6.T 1._._ 1.N.C 1.A.V 1.6.T 1.W.c 1.9.c	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 1.0 0.0 1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.1 0.5	0
1322	Bankan_Tey	FISH	ísì-m	i ⁵ s i ¹ + m	1225	i ⁵ s i ¹ ( + ) m ?- ?-	7 8 3 7 8 9 4	XTBYT_A	I6SI6_M	2	2.I.V 2.6.T 2.S.C 2.I.V 2.6.T 2._._ 2.M.C	3.0 1.0 1.3 3.0 1.0 0.0 1.6	0
1323	Ben_Tey	FISH	ísì-m	i ⁵ s i ¹ + m	1225	i ⁵ s i ¹ ( + ) m ?- ?-	7 8 3 7 8 9 4	XTBYT_A	I6SI6_M	3	3.I.V 3.6.T 3.S.C 3.I.V 3.6.T 3._._ 3.M.C	3.0 1.0 1.3 3.0 1.0 0.0 1.6	0
1324	Bunoge	FISH	kɔ̀gùlɛ̀	k ɔ ¹ ɡ u ¹ l ɛ ¹	2604	k ɔ ¹ ɡ u ¹ ( + ) l ɛ ¹	1 7 8 1 7 8 5 7 8	AXTBYTBYT	KU6KY6LE6	4	4.K.C 4.U.V 4.6.T 4.K.C 4.Y.V 4.6.T 4.L.C 4.E.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
1325	Dogul_Dom	FISH	ísì-gì	i ⁵ s i ¹ + ɡ i ¹	1225	i ⁵ s i ¹ ( + ) ?ɡ ?i ?¹	7 8 3 7 8 9 1 7 8	XTBYT_AXT	I6SI6_KI6	5	5.I.V 5.6.T 5.S.C 5.I.V 5.6.T 5._._ 5.K.C 5.I.V 5.6.T	3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
1326	Donno_So	FISH	ídù	i ⁵ d u ¹	1225	i ⁵ d u ¹	7 8 1 7 8	XTBYT	I6TY6	6	6.I.V 6.6.T 6.T.C 6.Y.V 6.6.T	3.0 1.0 1.3 3.0 1.0	0
1327	Gourou	FISH	kɔ́gɔ́rɔ́	k ɔ ⁵ ɡ ɔ ⁵ r ɔ ⁵	2604	k ɔ ⁵ ɡ ɔ ⁵ ( + ) r ɔ ⁵	1 7 8 1 7 8 5 7 8	AXTBYTBYT	KU6KU6RU6	7	7.K.C 7.U.V 7.6.T 7.K.C 7.U.V 7.6.T 7.R.C 7.U.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
1328	Jamsay	FISH	í:jú	iː ⁵ dʒ u ⁵	1225	iː ⁵ dʒ u ⁵	7 8 1 7 8	XTBYT	I6TY6	9	9.I.V 9.6.T 9.T.C 9.Y.V 9.6.T	3.0 1.0 1.3 3.0 1.0	0
1329	Mombo	FISH	kɔ́gúlɛ́	k ɔ ⁵ ɡ u ⁵ l ɛ ⁵	2604	k ɔ ⁵ ɡ u ⁵ ( + ) l ɛ ⁵	1 7 8 1 7 8 5 7 8	AXTBYTBYT	KU6KY6LE6	10	10.K.C 10.U.V 10.6.T 10.K.C 10.Y.V 10.6.T 10.L.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
1330	Najamba	FISH	íjì	i ⁵ dʒ i ¹	1225	i ⁵ dʒ i ¹	7 8 1 7 8	XTBYT	I6TI6	11	11.I.V 11.6.T 11.T.C 11.I.V 11.6.T	3.0 1.0 1.3 3.0 1.0	0
1331	Nanga	FISH	ísî	i ⁵ s i ⁵¹	1225	i ⁵ s i ⁵¹	7 8 3 7 8	XTBYT	I6SI3	12	12.I.V 12.6.T 12.S.C 12.I.V 12.3.T	3.0 1.0 1.3 3.0 1.0	0
1332	Penange	FISH	kɔ́gúlɛ́	k ɔ ⁵ ɡ u ⁵ l ɛ ⁵	2604	k ɔ ⁵ ɡ u ⁵ ( + ) l ɛ ⁵	1 7 8 1 7 8 5 7 8	AXTBYTBYT	KU6KY6LE6	13	13.K.C 13.U.V 13.6.T 13.K.C 13.Y.V 13.6.T 13.L.C 13.E.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
1333	Perge_Tegu	FISH	í:sú	iː ⁵ s u ⁵	1225	iː ⁵ s u ⁵	7 8 3 7 8	XTBYT	I6SY6	14	14.I.V 14.6.T 14.S.C 14.Y.V 14.6.T	3.0 1.0 1.3 3.0 1.0	0
1334	Tebul_Ure	FISH	ídè	i ⁵ d e ¹	1225	i ⁵ d e ¹	7 8 1 7 8	XTBYT	I6TE6	16	16.I.V 16.6.T 16.T.C 16.E.V 16.6.T	3.0 1.0 1.3 3.0 1.0	0
1335	Tiranige_Diga	FISH	ì:	iː ¹	1225	iː ¹	7 8	XT	I6	17	17.I.V 17.6.T	3.0 1.0	0
1336	Togo_Kan	FISH	kɔ́gɔ́rɔ́	k ɔ ⁵ ɡ ɔ ⁵ r ɔ ⁵	2604	k ɔ ⁵ ɡ ɔ ⁵ ( + ) r ɔ ⁵	1 7 8 1 7 8 5 7 8	AXTBYTBYT	KU6KU6RU6	18	18.K.C 18.U.V 18.6.T 18.K.C 18.U.V 18.6.T 18.R.C 18.U.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
1337	Tomo_Kan	FISH	kwɛ̀ʔɛ̀lɛ́	k w ɛ ¹ ʔ ɛ ¹ l ɛ ⁵	2604	k w ɛ ¹ ʔ ɛ ¹ + l ɛ ⁵	1 6 7 8 1 7 8 5 7 8	ACXTBYTBYT	KWE6HE6LE6	20	20.K.C 20.W.C 20.E.V 20.6.T 20.H.C 20.E.V 20.6.T 20.L.C 20.E.V 20.6.T	1.6 1.2 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
1338	Toro_Tegu	FISH	ní-nàwⁿà	n i ⁵ + n aː ¹	88	n i ⁵ ( + ) n a ¹ w̃ ∼ a ¹	4 7 8 9 4 7 8	AXT_AXT	NI6_NA6	21	21.N.C 21.I.V 21.6.T 21._._ 21.N.C 21.A.V 21.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0	0
1339	Toro_Tegu	FISH	ní-nà:	n i ⁵ + n a ¹ w̃ ∼ a ¹	88	n i ⁵ ( + ) n aː ¹ ?- ?- ?- ?-	4 7 8 9 4 7 8 6 4 7 8	AXT_AXTMBYT	NI6_NA6W9A6	21	21.N.C 21.I.V 21.6.T 21._._ 21.N.C 21.A.V 21.6.T 21.W.c 21.9.C 21.A.V 21.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
1340	Yanda_Dom	FISH	ízù	i ⁵ z u ¹	1225	i ⁵ z u ¹	7 8 3 7 8	XTBYT	I6SY6	22	22.I.V 22.6.T 22.S.C 22.Y.V 22.6.T	3.0 1.0 1.3 3.0 1.0	0
1341	Yorno_So	FISH	íjì	i ⁵ dʒ i ¹	1225	i ⁵ dʒ i ¹	7 8 1 7 8	XTBYT	I6TI6	23	23.I.V 23.6.T 23.T.C 23.I.V 23.6.T	3.0 1.0 1.3 3.0 1.0	0
1342	Toro_Tegu	FIVE	nǔ:y	n uː ¹⁵ j	1246	n uː ¹⁵ j ?-	4 7 8 6	AXTN	NY2J	21	21.N.C 21.Y.V 21.2.T 21.J.c	1.6 3.0 1.0 0.5	0
1343	Ben_Tey	FIVE	nùmǔyⁿ	n u ¹ m u ¹⁵ j ∼	1246	n u ¹ m u ¹⁵ ( j ∼ )	4 7 8 4 7 8 6 4	AXTBYTLN	NY6MY2J9	3	3.N.C 3.Y.V 3.6.T 3.M.C 3.Y.V 3.2.T 3.J.c 3.9.c	1.6 3.0 1.0 1.3 3.0 1.0 1.1 0.5	0
1344	Bankan_Tey	FIVE	nùmmǔyⁿ	n u ¹ m m u ¹⁵ j ∼	1246	n u ¹ m: u ¹⁵ ( j ∼ )	4 7 8 4 4 7 8 6 4	AXTMBYTLN	NY6MMY2J9	2	2.N.C 2.Y.V 2.6.T 2.M.c 2.M.C 2.Y.V 2.2.T 2.J.c 2.9.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.1 0.5	0
1345	Nanga	FIVE	nìmǐ:	n i ¹ m iː ¹⁵	1246	n i ¹ m iː ¹⁵ ( - - )	4 7 8 4 7 8	AXTBYT	NI6MI2	12	12.N.C 12.I.V 12.6.T 12.M.C 12.I.V 12.2.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1346	Perge_Tegu	FIVE	nùmǐ:	n u ¹ m iː ¹⁵	1246	n u ¹ m iː ¹⁵ ( - - )	4 7 8 4 7 8	AXTBYT	NY6MI2	14	14.N.C 14.Y.V 14.6.T 14.M.C 14.I.V 14.2.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1347	Gourou	FIVE	nǔ:yⁿ	n uː ¹⁵ j ∼	1246	n uː ¹⁵ j ∼	4 7 8 6 4	AXTLN	NY2J9	7	7.N.C 7.Y.V 7.2.T 7.J.c 7.9.c	1.6 3.0 1.0 1.1 0.5	0
1348	Togo_Kan	FIVE	núnɛ́:	n u ⁵ n ɛː ⁵	1246	n u ⁵ n ?- ɛː ⁵	4 7 8 4 7 8	AXTBYT	NY6NE6	18	18.N.C 18.Y.V 18.6.T 18.N.C 18.E.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1349	Yorno_So	FIVE	nùmɔ́rⁿɔ́	n u ¹ m ɔ ⁵ r̃ ∼ ɔ ⁵	1246	n u ¹ m ɔ ⁵ r̃ ∼ ɔ ( ⁵ )	4 7 8 4 7 8 5 4 7 8	AXTBYTMBYT	NY6MU6R9U6	23	23.N.C 23.Y.V 23.6.T 23.M.C 23.U.V 23.6.T 23.R.c 23.9.C 23.U.V 23.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	0
1350	Tommo_So	FIVE	ǹnɔ́	n ¹ n ɔ ⁵	1246	n ?- ¹ n ?- ɔ ⁵	4 8 4 7 8	ATBYT	N6NU6	19	19.N.C 19.6.T 19.N.C 19.U.V 19.6.T	1.6 1.0 1.3 3.0 1.0	0
1351	Dogul_Dom	FIVE	ǹnó	n ¹ n o ⁵	1246	n ?- ¹ n ?- o ⁵	4 8 4 7 8	ATBYT	N6NU6	5	5.N.C 5.6.T 5.N.C 5.U.V 5.6.T	1.6 1.0 1.3 3.0 1.0	0
1352	Yanda_Dom	FIVE	nûm	n u ⁵¹ m	1246	n u ⁵¹ m	4 7 8 4	AXTN	NY3M	22	22.N.C 22.Y.V 22.3.T 22.M.c	1.6 3.0 1.0 0.5	0
1353	Najamba	FIVE	nùmî:	n u ¹ m iː ⁵¹	1246	n u ¹ m iː ⁵¹ ( - - )	4 7 8 4 7 8	AXTBYT	NY6MI3	11	11.N.C 11.Y.V 11.6.T 11.M.C 11.I.V 11.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1354	Bunoge	FIVE	nɔ́:mɔ̀	n ɔː m ɔ ¹	1246	n ɔː ⁵ m ɔ ¹	4 7 4 7 8	AXBYT	NUMU6	4	4.N.C 4.U.V 4.M.C 4.U.V 4.6.T	1.6 3.0 1.3 3.0 1.0	0
1355	Mombo	FIVE	nú:mò	n uː ⁵ m o ¹	1246	n uː ⁵ m o ¹	4 7 8 4 7 8	AXTBYT	NY6MU6	10	10.N.C 10.Y.V 10.6.T 10.M.C 10.U.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1356	Penange	FIVE	nɔ̀:m	n ɔː ¹ m	1246	n ɔː ¹ m	4 7 8 4	AXTN	NU6M	13	13.N.C 13.U.V 13.6.T 13.M.c	1.6 3.0 1.0 0.5	0
1357	Bangime	FIVE	núndī	n u ⁵ n d i ³	1246	n u ⁵ n d i ³	4 7 8 4 1 7 8	AXTMBYT	NY6NTI6	1	1.N.C 1.Y.V 1.6.T 1.N.c 1.T.C 1.I.V 1.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
1358	Jamsay	FIVE	nǔ:yⁿ	n uː ¹⁵ j ∼	1246	n uː ¹⁵ j ∼	4 7 8 6 4	AXTLN	NY2J9	9	9.N.C 9.Y.V 9.2.T 9.J.c 9.9.c	1.6 3.0 1.0 1.1 0.5	0
1359	Tebul_Ure	FIVE	nǔm	n u ¹⁵ m	1246	n u ¹⁵ m	4 7 8 4	AXTN	NY2M	16	16.N.C 16.Y.V 16.2.T 16.M.c	1.6 3.0 1.0 0.5	0
1360	Tiranige_Diga	FIVE	nú:	n uː ⁵	1246	n uː ⁵ ?- ?- ?-	4 7 8	AXT	NY6	17	17.N.C 17.Y.V 17.6.T	1.6 3.0 1.0	0
1361	Bangime	FLY (INSECT)	yúrí	dʒ u ¹ r i ¹	89	j u ⁵ r i ⁵	1 7 8 5 7 8	AXTBYT	TY6RI6	1	1.T.C 1.Y.V 1.6.T 1.R.C 1.I.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1362	Bankan_Tey	FLY (INSECT)	jè-jêⁿ-m	dʒ e ¹ + dʒ e ⁵¹ ∼ + m	2667	dʒ e ¹ ( + ) dʒ e ⁵¹ ∼ ( + ) m	1 7 8 9 1 7 8 4 9 4	AXT_AXTN_A	TE6_TE39_M	2	2.T.C 2.E.V 2.6.T 2._._ 2.T.C 2.E.V 2.3.T 2.9.c 2._._ 2.M.C	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.5 0.0 1.6	0
1363	Ben_Tey	FLY (INSECT)	gì-gɛ᷈:ⁿ-m	ɡ i ¹ + ɡ ɛ̃ː + m	2689	ɡ i ¹ - + ɡ ɛː ¹⁵¹ m	1 7 8 9 1 7 9 4	AXT_AX_A	KI6_KE_M	3	3.K.C 3.I.V 3.6.T 3._._ 3.K.C 3.E.V 3._._ 3.M.C	1.6 3.0 1.0 0.0 1.6 3.0 0.0 1.6	0
1364	Bunoge	FLY (INSECT)	ɲóŋónì	ɲ o ⁵ ŋ o ⁵ n i ¹	2671	ɲ o ⁵ + ŋ o ⁵ n i ¹	4 7 8 4 7 8 4 7 8	AXTBYTBYT	NU6NU6NI6	4	4.N.C 4.U.V 4.6.T 4.N.C 4.U.V 4.6.T 4.N.C 4.I.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
1365	Dogul_Dom	FLY (INSECT)	géŋùnù	ɡ e ⁵ ŋ u ¹ n u ¹	2671	ɡ e ⁵ + ŋ u ¹ n u ¹	1 7 8 4 7 8 4 7 8	AXTBYTBYT	KE6NY6NY6	5	5.K.C 5.E.V 5.6.T 5.N.C 5.Y.V 5.6.T 5.N.C 5.Y.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
1366	Donno_So	FLY (INSECT)	yéŋùnù	j e ⁵ ŋ u ¹ n u ¹	2671	j e ⁵ + ŋ u ¹ n u ¹	6 7 8 4 7 8 4 7 8	AXTBYTBYT	JE6NY6NY6	6	6.J.C 6.E.V 6.6.T 6.N.C 6.Y.V 6.6.T 6.N.C 6.Y.V 6.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
1367	Gourou	FLY (INSECT)	yù:ⁿ-jɛ̂m	j ũː ∼ ¹ + dʒ ɛ ¹⁵ m	2667	j ũː ¹ ∼ + dʒ ɛ ¹⁵ m	6 7 4 8 9 1 7 8 4	AXLT_AXTN	JY96_TE2M	7	7.J.C 7.Y.V 7.9.c 7.6.T 7._._ 7.T.C 7.E.V 7.2.T 7.M.c	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0 0.5	0
1368	Jamsay	FLY (INSECT)	ɲù:-jɛ̂m	ɲ uː ¹ + dʒ ɛ ¹⁵ m	2667	ɲ uː ¹ ?- + dʒ ɛ ¹⁵ m	4 7 8 9 1 7 8 4	AXT_AXTN	NY6_TE2M	9	9.N.C 9.Y.V 9.6.T 9._._ 9.T.C 9.E.V 9.2.T 9.M.c	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.5	0
1369	Mombo	FLY (INSECT)	gɛ́:nɛ́	ɡ ɛː ⁵ n ɛ ⁵	2689	ɡ ɛː ⁵ ( + ) n ɛ ⁵	1 7 8 4 7 8	AXTBYT	KE6NE6	10	10.K.C 10.E.V 10.6.T 10.N.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1370	Najamba	FLY (INSECT)	gɔ́ŋɛ́	ɡ ɔ ⁵ ŋ ɛ ⁵	2689	ɡ ɔ ⁵ ( + ) ŋ ɛ ⁵	1 7 8 4 7 8	AXTBYT	KU6NE6	11	11.K.C 11.U.V 11.6.T 11.N.C 11.E.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1371	Nanga	FLY (INSECT)	jí:yⁿɛ̀	dʒ iː ⁵ j ∼ ɛ ¹	2667	dʒ iː ⁵ ( + ) j ɛ ¹ ∼ ( - ) ?-	1 7 8 6 4 7 8	AXTMBYT	TI6J9E6	12	12.T.C 12.I.V 12.6.T 12.J.c 12.9.C 12.E.V 12.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
1372	Penange	FLY (INSECT)	gì:nà	ɡ iː ¹ n a ¹	2689	ɡ iː ¹ ( + ) n a ¹ ( - - - - - - - - )	1 7 8 4 7 8	AXTBYT	KI6NA6	13	13.K.C 13.I.V 13.6.T 13.N.C 13.A.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1373	Penange	FLY (INSECT)	gì:nà-ɲɔ̀ŋgɔ̀	ɡ iː ¹ n a ¹ + ɲ ɔ ¹ ŋ ɡ ɔ ¹	2689	ɡ iː ¹ ( + ) n a ¹ ( + ɲ ɔ ¹ ŋ ɡ ɔ ¹ )	1 7 8 4 7 8 9 4 7 8 4 1 7 8	AXTBYT_AXTMBYT	KI6NA6_NU6NKU6	13	13.K.C 13.I.V 13.6.T 13.N.C 13.A.V 13.6.T 13._._ 13.N.C 13.U.V 13.6.T 13.N.c 13.K.C 13.U.V 13.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
1374	Perge_Tegu	FLY (INSECT)	yò-yǒŋ	j o ¹ + j o ¹⁵ ŋ	1262	( j o ¹ + ) j ?- o ¹⁵ ŋ ( - ) ?- ?- ?- ?- ?-	6 7 8 9 6 7 8 4	AXT_AXTN	JU6_JU2N	14	14.J.C 14.U.V 14.6.T 14._._ 14.J.C 14.U.V 14.2.T 14.N.c	1.6 3.0 1.0 0.0 1.6 3.0 1.0 0.5	0
1375	Tebul_Ure	FLY (INSECT)	gèné	ɡ e ¹ n e ⁵	2689	ɡ e ¹ ( + ) n e ⁵	1 7 8 4 7 8	AXTBYT	KE6NE6	16	16.K.C 16.E.V 16.6.T 16.N.C 16.E.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1376	Tiranige_Diga	FLY (INSECT)	jà:ní	dʒ aː ¹ n i ⁵	2667	( - - - - - ) dʒ aː ¹ - ( + ) n i ⁵	1 7 8 4 7 8	AXTBYT	TA6NI6	17	17.T.C 17.A.V 17.6.T 17.N.C 17.I.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1377	Togo_Kan	FLY (INSECT)	ɲù:-dúgɔ́	ɲ uː ¹ + d u ⁵ ɡ ɔ ⁵	2687	ɲ uː ¹ ?- ( + ) d u ⁵ ɡ ɔ ⁵	4 7 8 9 1 7 8 1 7 8	AXT_AXTBYT	NY6_TY6KU6	18	18.N.C 18.Y.V 18.6.T 18._._ 18.T.C 18.Y.V 18.6.T 18.K.C 18.U.V 18.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
1378	Tomo_Kan	FLY (INSECT)	ʔùndɔ̀ʔɔ̀	ʔ u ¹ n d ɔ ¹ ʔ ɔ ¹	2687	ʔ u ¹ n ( + ) d ɔ ¹ ʔ ɔ ¹	1 7 8 4 1 7 8 1 7 8	AXTMBYTBYT	HY6NTU6HU6	20	20.H.C 20.Y.V 20.6.T 20.N.c 20.T.C 20.U.V 20.6.T 20.H.C 20.U.V 20.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0
1379	Toro_Tegu	FLY (INSECT)	yⁿɔ̀ŋgɛ̌yⁿ	j ∼ ɔ ¹ ŋ ɡ ɛ ¹⁵ j ∼	1262	( - - - - ) j ∼ ɔ ¹ ŋ ( + ) ɡ ɛ ¹⁵ j ∼	6 4 7 8 4 1 7 8 6 4	ACYTMBYTLN	J9U6NKE2J9	21	21.J.C 21.9.C 21.U.V 21.6.T 21.N.c 21.K.C 21.E.V 21.2.T 21.J.c 21.9.c	1.6 1.2 3.0 1.0 1.1 1.3 3.0 1.0 1.1 0.5	0
1380	Yanda_Dom	FLY (INSECT)	jěn	dʒ e ¹⁵ n	2667	?- ?- ?- ( - ) dʒ e ¹⁵ ?- ( + ) n	1 7 8 4	AXTN	TE2N	22	22.T.C 22.E.V 22.2.T 22.N.c	1.6 3.0 1.0 0.5	0
1381	Yorno_So	FLY (INSECT)	ɲíŋgélé	ɲ i ⁵ ŋ ɡ e ⁵ l e ⁵	1262	ɲ i ⁵ ŋ ( + ) ɡ e ⁵ l e ⁵	4 7 8 4 1 7 8 5 7 8	AXTMBYTBYT	NI6NKE6LE6	23	23.N.C 23.I.V 23.6.T 23.N.c 23.K.C 23.E.V 23.6.T 23.L.C 23.E.V 23.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0
1382	Bangime	FLY (INSECT)	jùrì	j u ⁵ r i ⁵	89	dʒ u ¹ r i ¹	6 7 8 5 7 8	AXTBYT	JY6RI6	1	1.J.C 1.Y.V 1.6.T 1.R.C 1.I.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1383	Bankan_Tey	FLY (MOVE THROUGH AIR)	kísí-yé	k i ⁵ s i ⁵ + j e ⁵	1279	k i ⁵ s ( - ) i ⁵ ( + j e ⁵ - - - )	1 7 8 3 7 8 9 6 7 8	AXTBYT_AXT	KI6SI6_JE6	2	2.K.C 2.I.V 2.6.T 2.S.C 2.I.V 2.6.T 2._._ 2.J.C 2.E.V 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
1384	Bunoge	FLY (MOVE THROUGH AIR)	píllè	p i ⁵ l l e ¹	1279	p i ⁵ l: e ¹ ( - - - - )	1 7 8 5 5 7 8	AXTMBYT	PI6LLE6	4	4.P.C 4.I.V 4.6.T 4.L.c 4.L.C 4.E.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
1385	Gourou	FLY (MOVE THROUGH AIR)	píré	p i ⁵ r e ⁵	1279	p i ⁵ r e ⁵ ( - - - - )	1 7 8 5 7 8	AXTBYT	PI6RE6	7	7.P.C 7.I.V 7.6.T 7.R.C 7.E.V 7.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
1386	Najamba	FLY (MOVE THROUGH AIR)	pírí-y	p i ⁵ r i ⁵ + j	1279	p i ⁵ r i ⁵ ( + j - - )	1 7 8 5 7 8 9 6	AXTBYT_A	PI6RI6_J	11	11.P.C 11.I.V 11.6.T 11.R.C 11.I.V 11.6.T 11._._ 11.J.C	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6	0
